STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,EMXP,MXSD,TPCP,TSNW,EMXT,EMNT,MMXT,MMNT,MNTM
GHCND:US1NJMN0051,RUMSON 0.5 NE NJ US,14.9,40.3671,-73.9979,20150301,170,-9999,937,356,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJMN0051,RUMSON 0.5 NE NJ US,14.9,40.3671,-73.9979,20150401,213,-9999,470,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJMN0051,RUMSON 0.5 NE NJ US,14.9,40.3671,-73.9979,20150501,66,-9999,104,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJMN0051,RUMSON 0.5 NE NJ US,14.9,40.3671,-73.9979,20150601,389,-9999,1341,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1DENC0010,NEWPORT 2.4 WNW DE US,20.7,39.7256,-75.6488,20150101,401,46,1193,84,-9999,-9999,-9999,-9999,-9999
GHCND:US1DENC0010,NEWPORT 2.4 WNW DE US,20.7,39.7256,-75.6488,20150201,241,91,673,272,-9999,-9999,-9999,-9999,-9999
GHCND:US1DENC0010,NEWPORT 2.4 WNW DE US,20.7,39.7256,-75.6488,20150301,310,0,1812,218,-9999,-9999,-9999,-9999,-9999
GHCND:US1DENC0010,NEWPORT 2.4 WNW DE US,20.7,39.7256,-75.6488,20150401,409,-9999,934,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1DENC0010,NEWPORT 2.4 WNW DE US,20.7,39.7256,-75.6488,20150501,173,-9999,362,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1DENC0010,NEWPORT 2.4 WNW DE US,20.7,39.7256,-75.6488,20150601,594,-9999,2977,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJMD0050,WOODBRIDGE TWP 3.0 NNW NJ US,21.9,40.6023,-74.3102,20150101,447,-9999,893,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJMD0050,WOODBRIDGE TWP 3.0 NNW NJ US,21.9,40.6023,-74.3102,20150201,127,-9999,267,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJMD0050,WOODBRIDGE TWP 3.0 NNW NJ US,21.9,40.6023,-74.3102,20150301,203,-9999,954,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJMD0050,WOODBRIDGE TWP 3.0 NNW NJ US,21.9,40.6023,-74.3102,20150401,206,-9999,437,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJMD0050,WOODBRIDGE TWP 3.0 NNW NJ US,21.9,40.6023,-74.3102,20150501,203,-9999,267,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJMD0050,WOODBRIDGE TWP 3.0 NNW NJ US,21.9,40.6023,-74.3102,20150601,625,-9999,1746,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00198757,WALPOLE 2 MA US,50.3,42.1609,-71.2461,20150101,234,508,888,706,111,-206,3,-88,-42
GHCND:USC00198757,WALPOLE 2 MA US,50.3,42.1609,-71.2461,20150201,231,914,898,1386,50,-228,-22,-145,-83
GHCND:USC00198757,WALPOLE 2 MA US,50.3,42.1609,-71.2461,20150301,221,787,728,226,144,-178,58,-53,2
GHCND:USC00198757,WALPOLE 2 MA US,50.3,42.1609,-71.2461,20150401,401,229,765,0,217,-56,147,32,89
GHCND:USC00198757,WALPOLE 2 MA US,50.3,42.1609,-71.2461,20150501,71,0,163,0,317,11,253,102,177
GHCND:USC00198757,WALPOLE 2 MA US,50.3,42.1609,-71.2461,20150601,241,0,1247,0,311,61,243,132,187
GHCND:US1NJMD0043,WOODBRIDGE TWP 1.1 ESE NJ US,4,40.5554,-74.274,20150101,460,13,1225,245,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJMD0043,WOODBRIDGE TWP 1.1 ESE NJ US,4,40.5554,-74.274,20150201,193,-9999,532,262,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJMD0043,WOODBRIDGE TWP 1.1 ESE NJ US,4,40.5554,-74.274,20150301,218,81,1262,370,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJMD0043,WOODBRIDGE TWP 1.1 ESE NJ US,4,40.5554,-74.274,20150401,295,-9999,470,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJMD0043,WOODBRIDGE TWP 1.1 ESE NJ US,4,40.5554,-74.274,20150501,79,-9999,194,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJMD0043,WOODBRIDGE TWP 1.1 ESE NJ US,4,40.5554,-74.274,20150601,739,-9999,1953,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJMD0045,WOODBRIDGE TWP 1.1 NNE NJ US,21.6,40.5759,-74.2847,20150101,493,178,1210,318,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJMD0045,WOODBRIDGE TWP 1.1 NNE NJ US,21.6,40.5759,-74.2847,20150201,155,-9999,518,369,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJMD0045,WOODBRIDGE TWP 1.1 NNE NJ US,21.6,40.5759,-74.2847,20150301,180,-9999,996,369,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJMD0045,WOODBRIDGE TWP 1.1 NNE NJ US,21.6,40.5759,-74.2847,20150401,315,-9999,490,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJMD0045,WOODBRIDGE TWP 1.1 NNE NJ US,21.6,40.5759,-74.2847,20150501,94,-9999,229,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJMD0045,WOODBRIDGE TWP 1.1 NNE NJ US,21.6,40.5759,-74.2847,20150601,701,-9999,1976,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1PAPH0002,ROCKLEDGE 1.3 SE PA US,46.6,40.0677,-75.0748,20150101,478,51,1258,141,-9999,-9999,-9999,-9999,-9999
GHCND:US1PAPH0002,ROCKLEDGE 1.3 SE PA US,46.6,40.0677,-75.0748,20150201,203,140,611,272,-9999,-9999,-9999,-9999,-9999
GHCND:US1PAPH0002,ROCKLEDGE 1.3 SE PA US,46.6,40.0677,-75.0748,20150301,198,229,1377,374,-9999,-9999,-9999,-9999,-9999
GHCND:US1PAPH0002,ROCKLEDGE 1.3 SE PA US,46.6,40.0677,-75.0748,20150401,472,-9999,896,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1PAPH0002,ROCKLEDGE 1.3 SE PA US,46.6,40.0677,-75.0748,20150501,38,-9999,63,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1PAPH0002,ROCKLEDGE 1.3 SE PA US,46.6,40.0677,-75.0748,20150601,475,-9999,1668,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1PAPH0004,PHILADELPHIA 4.7 NE PA US,45.4,40.0586,-75.077,20150101,495,25,1455,127,-9999,-9999,-9999,-9999,-9999
GHCND:US1PAPH0004,PHILADELPHIA 4.7 NE PA US,45.4,40.0586,-75.077,20150201,760,76,1136,228,-9999,-9999,-9999,-9999,-9999
GHCND:US1PAPH0004,PHILADELPHIA 4.7 NE PA US,45.4,40.0586,-75.077,20150301,468,0,1814,355,-9999,-9999,-9999,-9999,-9999
GHCND:US1PAPH0004,PHILADELPHIA 4.7 NE PA US,45.4,40.0586,-75.077,20150401,528,-9999,908,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1PAPH0004,PHILADELPHIA 4.7 NE PA US,45.4,40.0586,-75.077,20150501,28,-9999,48,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1PAPH0004,PHILADELPHIA 4.7 NE PA US,45.4,40.0586,-75.077,20150601,483,-9999,1627,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJGL0037,MONROE TWP 3.1 NNW NJ US,45.1,39.6999,-74.9971,20150101,452,64,1390,89,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJGL0037,MONROE TWP 3.1 NNW NJ US,45.1,39.6999,-74.9971,20150201,307,114,726,307,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJGL0037,MONROE TWP 3.1 NNW NJ US,45.1,39.6999,-74.9971,20150301,231,127,1522,267,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJGL0037,MONROE TWP 3.1 NNW NJ US,45.1,39.6999,-74.9971,20150401,290,-9999,849,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJGL0037,MONROE TWP 3.1 NNW NJ US,45.1,39.6999,-74.9971,20150501,66,-9999,136,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJGL0037,MONROE TWP 3.1 NNW NJ US,45.1,39.6999,-74.9971,20150601,688,-9999,2706,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJGL0031,WASHINGTON TWP 2.6 S NJ US,45.1,39.7103,-75.0654,20150101,259,-9999,259,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1DENC0001,NEWARK 5.3 N DE US,106.7,39.7537,-75.7519,20150101,345,38,1460,90,-9999,-9999,-9999,-9999,-9999
GHCND:US1DENC0001,NEWARK 5.3 N DE US,106.7,39.7537,-75.7519,20150201,594,89,1084,329,-9999,-9999,-9999,-9999,-9999
GHCND:US1DENC0001,NEWARK 5.3 N DE US,106.7,39.7537,-75.7519,20150301,412,203,1922,300,-9999,-9999,-9999,-9999,-9999
GHCND:US1DENC0001,NEWARK 5.3 N DE US,106.7,39.7537,-75.7519,20150401,318,-9999,862,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1DENC0001,NEWARK 5.3 N DE US,106.7,39.7537,-75.7519,20150501,119,-9999,310,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1DENC0001,NEWARK 5.3 N DE US,106.7,39.7537,-75.7519,20150601,584,-9999,2614,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJMD0039,EAST BRUNSWICK TWP 3.3 NNE NJ US,16.2,40.4739,-74.4,20150101,429,15,930,42,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJMD0039,EAST BRUNSWICK TWP 3.3 NNE NJ US,16.2,40.4739,-74.4,20150201,48,-9999,48,86,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJMD0039,EAST BRUNSWICK TWP 3.3 NNE NJ US,16.2,40.4739,-74.4,20150301,140,-9999,558,351,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJMD0039,EAST BRUNSWICK TWP 3.3 NNE NJ US,16.2,40.4739,-74.4,20150401,320,-9999,495,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJMD0039,EAST BRUNSWICK TWP 3.3 NNE NJ US,16.2,40.4739,-74.4,20150501,140,-9999,311,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJMD0039,EAST BRUNSWICK TWP 3.3 NNE NJ US,16.2,40.4739,-74.4,20150601,411,-9999,1466,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJGL0030,WASHINGTON TWP 1.7 SSE NJ US,45.4,39.7242,-75.0607,20150101,106,30,162,81,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJGL0030,WASHINGTON TWP 1.7 SSE NJ US,45.4,39.7242,-75.0607,20150201,335,127,648,127,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJGL0030,WASHINGTON TWP 1.7 SSE NJ US,45.4,39.7242,-75.0607,20150301,554,152,833,152,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJGL0030,WASHINGTON TWP 1.7 SSE NJ US,45.4,39.7242,-75.0607,20150601,224,-9999,356,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00195984,NORTON MA US,29,41.9928,-71.1666,20150101,636,508,1573,663,117,-206,1,-105,-52
GHCND:USC00195984,NORTON MA US,29,41.9928,-71.1666,20150201,284,889,1266,1374,50,-244,-27,-165,-96
GHCND:USC00195984,NORTON MA US,29,41.9928,-71.1666,20150301,277,813,914,273,144,-194,47,-72,-13
GHCND:USC00195984,NORTON MA US,29,41.9928,-71.1666,20150401,277,127,724,0,233,-67,139,12,75
GHCND:USC00195984,NORTON MA US,29,41.9928,-71.1666,20150501,94,0,117,0,311,17,241,85,163
GHCND:USC00195984,NORTON MA US,29,41.9928,-71.1666,20150601,295,0,1524,0,289,61,232,115,173
GHCND:US1NJMD0038,EDISON TWP 1.9 N NJ US,35.4,40.5629,-74.3669,20150101,284,-9999,304,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJMD0038,EDISON TWP 1.9 N NJ US,35.4,40.5629,-74.3669,20150401,318,-9999,369,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJMD0038,EDISON TWP 1.9 N NJ US,35.4,40.5629,-74.3669,20150501,119,-9999,249,0,-9999,-9999,-9999,-9999,-9999
GHCND:US1NJMD0038,EDISON TWP 1.9 N NJ US,35.4,40.5629,-74.3669,20150601,638,-9999,1869,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00366886,PHILADELPHIA FRANKLIN INSTITUTE PA US,18.3,39.9576,-75.1727,20150101,272,25,792,63,139,-122,27,-47,-10
GHCND:USC00366886,PHILADELPHIA FRANKLIN INSTITUTE PA US,18.3,39.9576,-75.1727,20150201,254,127,655,215,94,-172,3,-91,-46
GHCND:USC00366886,PHILADELPHIA FRANKLIN INSTITUTE PA US,18.3,39.9576,-75.1727,20150301,409,127,1525,184,200,-117,86,-2,42
GHCND:USC00366886,PHILADELPHIA FRANKLIN INSTITUTE PA US,18.3,39.9576,-75.1727,20150401,635,0,1036,0,272,-11,182,72,127
GHCND:USC00366886,PHILADELPHIA FRANKLIN INSTITUTE PA US,18.3,39.9576,-75.1727,20150501,51,0,113,0,322,89,270,160,215
GHCND:USC00366886,PHILADELPHIA FRANKLIN INSTITUTE PA US,18.3,39.9576,-75.1727,20150601,572,0,2063,0,350,106,281,189,235
GHCND:USC00190860,BROCKTON MA US,24.4,42.0479,-71.005,20150101,272,533,904,794,122,-189,14,-84,-35
GHCND:USC00190860,BROCKTON MA US,24.4,42.0479,-71.005,20150201,244,1143,1084,1595,78,-239,-15,-140,-78
GHCND:USC00190860,BROCKTON MA US,24.4,42.0479,-71.005,20150301,246,762,945,229,150,-183,59,-51,4
GHCND:USC00190860,BROCKTON MA US,24.4,42.0479,-71.005,20150401,117,0,579,0,228,-44,147,35,91
GHCND:USC00190860,BROCKTON MA US,24.4,42.0479,-71.005,20150501,259,0,450,0,311,39,245,100,172
GHCND:USC00190860,BROCKTON MA US,24.4,42.0479,-71.005,20150601,330,0,1217,0,317,61,239,127,183
