latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
39.38089,-122.25298,331.4,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,294.9,9,D
38.25336,-121.37187,338.1,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,299.8,7.2,D
38.28491,-121.15771,331.4,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,298.6,4.5,D
38.28427,-121.16209,367,0.39,0.36,2020-02-19,2100,1,VIIRS,h,2.0NRT,301.8,11.4,D
38.25007,-121.37109,331.1,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,296.9,7.2,D
38.17675,-121.3371,342.5,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,297.3,6,D
37.07,-121.85339,341.1,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,310,31.3,D
37.07066,-121.84913,328.5,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,289.3,31.3,D
39.09134,-121.66448,346,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,300.8,7.9,D
38.86625,-121.59885,332.4,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,294.1,1.8,D
39.95628,-122.27805,338.1,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,296.2,6,D
39.57055,-122.70229,332.5,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,281.5,3.5,D
39.49347,-122.58314,335.7,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,292.3,3.2,D
39.49416,-122.57874,328.7,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,293.9,1.8,D
39.49365,-122.16106,347.3,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,299.3,7.3,D
39.19336,-122.0295,342.1,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,298.4,7.7,D
40.12688,-122.20882,344.4,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,293.4,4.5,D
40.1236,-122.20798,330.7,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,293.7,1.9,D
40.12717,-122.11616,326.3,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,295.5,1.7,D
40.09092,-122.17648,341.7,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,302.8,18.5,D
40.09158,-122.17203,341.2,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,306.9,44.8,D
40.08831,-122.1712,345.7,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,304.7,24.4,D
40.08898,-122.16673,336.9,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,300.2,24.4,D
39.45295,-122.06953,337,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,295.8,3,D
39.44834,-122.07755,342.3,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,298,5.5,D
39.44507,-122.07671,346.2,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,298.8,5.5,D
39.44707,-122.06346,335.5,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,295.2,2,D
39.38035,-122.05296,351.1,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,302.8,54.5,D
39.46056,-121.72247,328.8,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,294.1,2.6,D
38.09846,-121.10753,350.3,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,300.4,5.2,D
41.45575,-120.52743,349.4,0.41,0.37,2020-02-19,2100,1,VIIRS,n,2.0NRT,294.1,16.1,D
41.52242,-120.36491,328.2,0.41,0.37,2020-02-19,2100,1,VIIRS,n,2.0NRT,285.5,4.7,D
41.62855,-120.21834,335.2,0.42,0.38,2020-02-19,2100,1,VIIRS,n,2.0NRT,284.3,4.3,D
37.2215,-120.23619,327.9,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,299.7,2.9,D
37.22212,-120.2318,344.4,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,295.1,8.5,D
37.2188,-120.23107,352.6,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,298.4,8.5,D
37.21548,-120.23033,331.8,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,295.6,2.7,D
39.68261,-122.06001,331.8,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,297.5,3.8,D
39.68302,-122.14755,336.4,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,298.4,5,D
39.68697,-122.14394,330.8,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,295.9,6.8,D
39.68629,-122.14837,327.3,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,295.7,6.8,D
39.89365,-121.12444,329.7,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,277.9,3.8,D
39.88971,-121.12817,349.4,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,278.3,6.5,D
39.89034,-121.12368,334,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,277.4,3.8,D
39.88639,-121.12742,342.9,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,277.5,4.1,D
39.88308,-121.12672,332,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,278.3,4.1,D
39.63626,-121.93789,326.2,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,291.9,1.6,D
39.52142,-121.95356,352.3,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,284.2,23.9,D
39.51814,-121.95274,348.6,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,300.5,23.9,D
39.61802,-121.99023,330,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,292.2,2.9,D
39.63001,-122.11575,341,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,295.1,4.4,D
39.63395,-122.11214,329.8,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,292.4,4.4,D
39.63328,-122.11658,346.4,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,295,4.4,D
33.1674,-116.70242,341.3,0.46,0.39,2020-02-19,2100,1,VIIRS,n,2.0NRT,296.5,5.2,D
34.36062,-118.96269,336.6,0.4,0.37,2020-02-19,2100,1,VIIRS,n,2.0NRT,303.2,5.7,D
34.1318,-119.07269,332.3,0.4,0.37,2020-02-19,2100,1,VIIRS,n,2.0NRT,296.5,2.8,D
39.7212,-122.18818,329.5,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,294.5,2.6,D
38.50475,-121.98539,331,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,296.5,2.9,D
38.52343,-121.79556,330,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,297.2,1.6,D
38.46438,-121.84888,325.3,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,295.4,1.4,D
38.42851,-121.92699,330.9,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,297,2.9,D
38.32172,-122.13527,331.4,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,293.5,2.1,D
38.52765,-122.69231,330.2,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,293.9,2.9,D
38.50056,-122.77687,332,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,292.3,3.3,D
38.43879,-122.38974,345.7,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,296.3,5.8,D
38.33938,-122.50164,332.8,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,295.3,1.7,D
36.86155,-121.43555,331.8,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,298.7,1,D
35.27843,-119.48275,343.8,0.4,0.37,2020-02-19,2100,1,VIIRS,n,2.0NRT,302.5,11.6,D
38.28331,-120.53057,327.5,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,294.9,1.8,D
38.23232,-120.52803,325.6,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,295,2.5,D
38.23293,-120.52364,329.6,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,292.6,2.5,D
37.62803,-120.74309,329.2,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,295.4,1.4,D
37.65187,-120.76502,331.5,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,296.4,2.1,D
37.65516,-120.76578,334.8,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,297.7,2.1,D
38.55716,-120.27258,338.1,0.4,0.37,2020-02-19,2100,1,VIIRS,n,2.0NRT,282,6.9,D
35.45307,-120.55232,331.3,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,297.3,2.8,D
40.13285,-117.53686,330.1,0.5,0.41,2020-02-19,2100,1,VIIRS,n,2.0NRT,297.2,2.2,D
39.01514,-121.39616,353.3,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,303.3,9.7,D
39.53933,-122.21851,327.3,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,299.4,1.5,D
40.34837,-122.32219,332.2,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,295.3,2.1,D
40.48277,-122.28979,325.6,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,293.6,1.8,D
37.24847,-120.28745,330,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,297.7,1.6,D
39.06168,-121.54295,329,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,295,1.7,D
38.93785,-121.52838,340.5,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,297.5,10.7,D
37.89106,-121.65327,326.3,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,299.8,0.7,D
37.33354,-120.71003,341,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,305.6,5.9,D
37.40764,-120.7628,326.6,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,300.7,0.9,D
36.40105,-116.34029,339.6,0.51,0.41,2020-02-19,2100,1,VIIRS,n,2.0NRT,293.5,11.3,D
36.39412,-116.33331,351.3,0.51,0.41,2020-02-19,2100,1,VIIRS,n,2.0NRT,293.7,10.9,D
36.39474,-116.3276,330.4,0.51,0.41,2020-02-19,2100,1,VIIRS,n,2.0NRT,291.5,4.1,D
38.75757,-121.86855,336,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,294.5,5.4,D
38.71313,-122.09341,343.4,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,293.5,12.2,D
38.71438,-121.79442,325.4,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,293.5,0.5,D
38.65699,-122.01596,329.3,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,291.1,5.6,D
38.8635,-122.04724,331.4,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,295.3,3.2,D
37.63457,-121.09357,331.5,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,302.5,2.9,D
38.93781,-123.4525,337.6,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,287.4,3.3,D
39.0286,-123.37804,334.4,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,290.7,8.5,D
38.11698,-121.32741,330.3,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,296.2,2.9,D
38.06146,-121.24325,328.2,0.39,0.36,2020-02-19,2100,1,VIIRS,l,2.0NRT,298.6,3.1,D
34.33383,-118.51888,335.8,0.41,0.37,2020-02-19,2100,1,VIIRS,n,2.0NRT,303.6,3.4,D
38.99977,-122.83611,325,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,296.2,1.5,D
41.68371,-121.14723,310.6,0.4,0.37,2020-02-19,2100,1,VIIRS,l,2.0NRT,319.7,49.1,D
41.68436,-121.14249,330.4,0.4,0.37,2020-02-19,2100,1,VIIRS,n,2.0NRT,289.1,10.8,D
41.67972,-121.15115,340.8,0.4,0.37,2020-02-19,2100,1,VIIRS,n,2.0NRT,296.9,49.1,D
41.68037,-121.14641,355.7,0.4,0.37,2020-02-19,2100,1,VIIRS,n,2.0NRT,298.4,49.1,D
41.68102,-121.14169,328.2,0.4,0.37,2020-02-19,2100,1,VIIRS,n,2.0NRT,288,10.8,D
41.67638,-121.15034,335.8,0.4,0.37,2020-02-19,2100,1,VIIRS,n,2.0NRT,290.5,6.3,D
41.67703,-121.14561,349.8,0.4,0.37,2020-02-19,2100,1,VIIRS,n,2.0NRT,293,6.3,D
41.67304,-121.14954,335.1,0.4,0.37,2020-02-19,2100,1,VIIRS,n,2.0NRT,289.2,6.3,D
38.86434,-122.63441,330.7,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,293.5,4.5,D
38.92322,-122.71648,342.8,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,297.9,6.8,D
38.92847,-122.79104,331.7,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,292.5,5.6,D
39.25056,-122.19008,328,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,297.9,2,D
39.28227,-122.1839,338.4,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,302.4,13.3,D
39.2816,-122.1883,340.9,0.38,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,303.8,13.3,D
39.28487,-122.18913,331.1,0.38,0.36,2020-02-19,2100,1,VIIRS,l,2.0NRT,301.5,6.6,D
38.89321,-120.55984,340.3,0.4,0.37,2020-02-19,2100,1,VIIRS,n,2.0NRT,293.4,25.8,D
38.88925,-120.56367,329.6,0.4,0.37,2020-02-19,2100,1,VIIRS,n,2.0NRT,304.5,54,D
38.88988,-120.55917,343.4,0.4,0.37,2020-02-19,2100,1,VIIRS,n,2.0NRT,303.9,25.8,D
38.88592,-120.56296,333.2,0.4,0.37,2020-02-19,2100,1,VIIRS,n,2.0NRT,301.4,69.1,D
34.67179,-120.34277,329.6,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,298.6,1.9,D
34.88161,-120.32639,348.9,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,300.7,7.8,D
39.20029,-121.50203,327.1,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,296.1,0.8,D
39.15431,-121.51383,341.4,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,296.1,2.8,D
39.13128,-121.50949,337.1,0.39,0.36,2020-02-19,2100,1,VIIRS,n,2.0NRT,294.9,3.6,D
41.81725,-120.35379,325.7,0.42,0.37,2020-02-19,2106,1,VIIRS,n,2.0NRT,285.5,1.6,D
41.71825,-122.38673,332.3,0.39,0.36,2020-02-19,2106,1,VIIRS,n,2.0NRT,292.6,3,D
34.14402,-117.42591,307.8,0.44,0.38,2020-02-20,0924,1,VIIRS,n,2.0NRT,281.4,0.6,N
33.8212,-118.24526,299.8,0.47,0.4,2020-02-20,0924,1,VIIRS,n,2.0NRT,286,1.1,N
34.33422,-118.51965,317.4,0.49,0.4,2020-02-20,0924,1,VIIRS,n,2.0NRT,281.6,2.3,N
33.77808,-118.22714,302.6,0.47,0.4,2020-02-20,0924,1,VIIRS,n,2.0NRT,285.4,0.6,N
36.35949,-114.90881,299.6,0.39,0.36,2020-02-20,0924,1,VIIRS,n,2.0NRT,276.9,0.9,N
34.0811,-117.49728,295.5,0.44,0.39,2020-02-20,0924,1,VIIRS,n,2.0NRT,281,0.5,N
33.85408,-118.33163,298.2,0.48,0.4,2020-02-20,0924,1,VIIRS,n,2.0NRT,288.2,0.8,N
36.35617,-114.90953,297.4,0.39,0.36,2020-02-20,0924,1,VIIRS,n,2.0NRT,276.1,0.9,N
32.8592,-117.14791,295.4,0.42,0.38,2020-02-20,0924,1,VIIRS,n,2.0NRT,277.9,0.3,N
37.45483,-121.93545,295.9,0.53,0.5,2020-02-20,0924,1,VIIRS,n,2.0NRT,276.7,0.7,N
34.24379,-118.3827,295.7,0.48,0.4,2020-02-20,0924,1,VIIRS,n,2.0NRT,279.9,0.5,N
33.81628,-118.23578,297.8,0.47,0.4,2020-02-20,0924,1,VIIRS,n,2.0NRT,286.5,1.3,N
34.32372,-118.52658,299.2,0.49,0.4,2020-02-20,0924,1,VIIRS,n,2.0NRT,281.5,0.3,N
33.61511,-117.82235,307.3,0.45,0.39,2020-02-20,0924,1,VIIRS,n,2.0NRT,281.2,1.1,N
34.6241,-117.102,302.9,0.43,0.38,2020-02-20,0924,1,VIIRS,n,2.0NRT,278.9,1.5,N
34.6079,-117.33588,305.4,0.44,0.39,2020-02-20,0924,1,VIIRS,n,2.0NRT,278.4,1.7,N
34.1533,-118.19227,311.7,0.47,0.4,2020-02-20,0924,1,VIIRS,n,2.0NRT,282.4,0.9,N
34.15342,-118.19441,306.8,0.47,0.4,2020-02-20,0924,1,VIIRS,n,2.0NRT,281.9,1.2,N
34.03507,-118.10811,297.1,0.47,0.4,2020-02-20,0924,1,VIIRS,n,2.0NRT,281.7,0.6,N
33.79343,-117.47464,300.4,0.44,0.38,2020-02-20,0924,1,VIIRS,n,2.0NRT,280.3,0.6,N
34.32188,-118.51125,296.1,0.49,0.4,2020-02-20,0924,1,VIIRS,n,2.0NRT,280.8,0.4,N
33.71629,-117.71188,296.3,0.45,0.39,2020-02-20,0924,1,VIIRS,n,2.0NRT,281.8,0.7,N
34.43025,-118.64452,299.2,0.5,0.41,2020-02-20,0924,1,VIIRS,n,2.0NRT,277.4,1,N
38.49518,-121.97696,333.1,0.49,0.41,2020-02-20,2042,1,VIIRS,n,2.0NRT,289.5,4.2,D
35.67028,-120.58259,331.4,0.48,0.4,2020-02-20,2042,1,VIIRS,n,2.0NRT,299.3,1.8,D
40.0876,-122.16699,343.5,0.47,0.4,2020-02-20,2042,1,VIIRS,n,2.0NRT,281.2,6.8,D
40.08865,-122.16157,331.3,0.47,0.4,2020-02-20,2042,1,VIIRS,n,2.0NRT,278.9,3.9,D
39.66572,-123.39188,335,0.54,0.42,2020-02-20,2042,1,VIIRS,n,2.0NRT,283.2,4.8,D
39.40998,-122.24264,332.1,0.49,0.4,2020-02-20,2042,1,VIIRS,n,2.0NRT,273,5.2,D
38.2836,-121.1584,341.9,0.46,0.39,2020-02-20,2042,1,VIIRS,n,2.0NRT,296.9,6.4,D
39.30623,-122.24815,331.8,0.49,0.4,2020-02-20,2042,1,VIIRS,n,2.0NRT,269.9,92.2,D
39.3037,-122.24142,353.9,0.49,0.4,2020-02-20,2042,1,VIIRS,n,2.0NRT,281.7,92.2,D
39.30007,-122.24025,352.6,0.49,0.4,2020-02-20,2042,1,VIIRS,n,2.0NRT,286.7,129.5,D
38.28262,-121.1636,348.9,0.46,0.39,2020-02-20,2042,1,VIIRS,n,2.0NRT,298,15.9,D
34.50819,-117.38632,338.8,0.39,0.37,2020-02-20,2042,1,VIIRS,n,2.0NRT,303.3,2.3,D
34.51151,-117.38714,347.7,0.39,0.37,2020-02-20,2042,1,VIIRS,n,2.0NRT,302.4,2.3,D
40.09116,-122.16817,333.3,0.47,0.4,2020-02-20,2042,1,VIIRS,n,2.0NRT,281.5,8,D
34.5492,-117.46597,353.4,0.4,0.37,2020-02-20,2042,1,VIIRS,n,2.0NRT,305.2,6.1,D
37.28063,-119.70913,330.3,0.43,0.38,2020-02-20,2042,1,VIIRS,n,2.0NRT,292.9,1.7,D
38.43328,-120.4714,328.5,0.44,0.38,2020-02-20,2042,1,VIIRS,n,2.0NRT,289.4,3.9,D
39.69166,-122.3403,344.6,0.49,0.4,2020-02-20,2042,1,VIIRS,n,2.0NRT,279.3,8.2,D
38.87055,-121.60872,331.5,0.47,0.4,2020-02-20,2042,1,VIIRS,n,2.0NRT,286.5,2.8,D
41.96095,-121.49715,327.4,0.43,0.38,2020-02-20,2042,1,VIIRS,n,2.0NRT,289.6,1.9,D
39.09161,-121.66547,328.7,0.47,0.4,2020-02-20,2042,1,VIIRS,n,2.0NRT,295.4,10.7,D
34.26062,-116.80644,332.3,0.39,0.36,2020-02-20,2042,1,VIIRS,n,2.0NRT,290.5,6.1,D
34.88081,-120.32529,340.9,0.48,0.4,2020-02-20,2042,1,VIIRS,n,2.0NRT,299.2,4.5,D
34.88023,-120.32758,339.5,0.48,0.4,2020-02-20,2042,1,VIIRS,n,2.0NRT,300.9,4.4,D
38.6703,-121.85682,325.6,0.48,0.4,2020-02-20,2042,1,VIIRS,n,2.0NRT,291.4,2.4,D
38.64822,-121.97488,344.3,0.49,0.4,2020-02-20,2042,1,VIIRS,n,2.0NRT,287.1,10,D
38.67134,-121.85442,329.8,0.48,0.4,2020-02-20,2042,1,VIIRS,n,2.0NRT,291,2.8,D
39.01692,-121.40022,332.6,0.46,0.39,2020-02-20,2042,1,VIIRS,n,2.0NRT,295.5,4.4,D
39.01791,-121.39501,334.6,0.46,0.39,2020-02-20,2042,1,VIIRS,n,2.0NRT,296.2,7.2,D
39.01339,-121.39912,336.7,0.46,0.39,2020-02-20,2042,1,VIIRS,n,2.0NRT,296.4,3.2,D
38.93561,-121.34547,330.5,0.46,0.39,2020-02-20,2042,1,VIIRS,n,2.0NRT,295.6,3,D
38.34032,-122.50025,325.7,0.52,0.42,2020-02-20,2042,1,VIIRS,n,2.0NRT,278.9,3.5,D
34.33507,-118.51929,335.7,0.42,0.38,2020-02-20,2042,1,VIIRS,n,2.0NRT,305.7,5,D
39.4136,-122.24381,331.3,0.49,0.4,2020-02-20,2042,1,VIIRS,n,2.0NRT,272.5,6,D
34.33468,-118.51777,333.5,0.42,0.38,2020-02-20,2042,1,VIIRS,n,2.0NRT,303.6,3.2,D
34.26654,-118.1773,345.5,0.41,0.37,2020-02-20,2042,1,VIIRS,n,2.0NRT,299.6,7.1,D
38.74369,-120.53945,350.6,0.43,0.38,2020-02-20,2042,1,VIIRS,n,2.0NRT,286.7,12.9,D
38.74714,-120.54038,338.7,0.43,0.38,2020-02-20,2042,1,VIIRS,n,2.0NRT,281,12.9,D
38.4742,-122.00526,331.7,0.5,0.41,2020-02-20,2042,1,VIIRS,n,2.0NRT,285.3,3.9,D
40.09222,-122.16274,343.3,0.47,0.4,2020-02-20,2042,1,VIIRS,n,2.0NRT,283.1,15.3,D
38.64661,-121.97701,336.9,0.49,0.4,2020-02-20,2042,1,VIIRS,n,2.0NRT,288.9,10.2,D
38.02418,-122.06496,295.6,0.5,0.66,2020-02-21,0900,1,VIIRS,n,2.0NRT,281.5,0.8,N
39.09599,-121.66431,299.2,0.48,0.65,2020-02-21,0900,1,VIIRS,n,2.0NRT,274.1,0.7,N
36.35811,-114.91147,315,0.39,0.44,2020-02-21,0906,1,VIIRS,n,2.0NRT,277.3,2,N
34.0813,-117.50241,296.6,0.51,0.49,2020-02-21,0906,1,VIIRS,n,2.0NRT,282.5,1.1,N
35.99234,-121.2438,299.1,0.43,0.62,2020-02-21,0906,1,VIIRS,n,2.0NRT,272.9,0.7,N
34.33469,-118.52126,305.4,0.58,0.52,2020-02-21,0906,1,VIIRS,n,2.0NRT,282,1.6,N
33.79705,-117.47663,295.5,0.5,0.49,2020-02-21,0906,1,VIIRS,n,2.0NRT,281.6,0.9,N
33.61481,-117.82616,300.5,0.52,0.5,2020-02-21,0906,1,VIIRS,n,2.0NRT,280.8,0.4,N
34.15276,-118.19431,299.9,0.56,0.51,2020-02-21,0906,1,VIIRS,n,2.0NRT,284.4,0.9,N
34.15396,-118.19437,299.6,0.56,0.51,2020-02-21,0906,1,VIIRS,n,2.0NRT,283.8,0.9,N
33.81887,-118.24343,298.3,0.55,0.51,2020-02-21,0906,1,VIIRS,n,2.0NRT,285.9,1.6,N
32.86014,-117.14956,295.4,0.47,0.48,2020-02-21,0906,1,VIIRS,n,2.0NRT,280.8,0.6,N
34.33881,-118.52029,296.8,0.7,0.75,2020-02-21,1042,1,VIIRS,n,2.0NRT,279.5,1.3,N
33.77831,-118.23132,295.8,0.75,0.77,2020-02-21,1042,1,VIIRS,n,2.0NRT,282.3,1.2,N
33.77746,-118.23059,297.8,0.75,0.77,2020-02-21,1042,1,VIIRS,n,2.0NRT,282.5,1.2,N
38.33255,-122.50071,326.1,0.6,0.53,2020-02-21,2024,1,VIIRS,n,2.0NRT,295.9,3.2,D
39.22134,-122.19347,325.8,0.55,0.51,2020-02-21,2024,1,VIIRS,n,2.0NRT,294.2,3.3,D
39.21405,-122.24417,338.3,0.55,0.51,2020-02-21,2024,1,VIIRS,n,2.0NRT,298.6,35.2,D
39.21553,-122.23807,367,0.55,0.51,2020-02-21,2024,1,VIIRS,l,2.0NRT,330.7,35.2,D
39.22005,-122.23985,341,0.55,0.51,2020-02-21,2024,1,VIIRS,n,2.0NRT,293.2,35.2,D
39.21857,-122.24597,339.4,0.55,0.51,2020-02-21,2024,1,VIIRS,n,2.0NRT,294.1,35.2,D
39.29895,-122.23234,342.3,0.55,0.51,2020-02-21,2024,1,VIIRS,n,2.0NRT,308.4,48.8,D
39.14015,-121.51556,340.8,0.51,0.49,2020-02-21,2024,1,VIIRS,n,2.0NRT,296.2,9.2,D
40.88921,-122.41966,335.4,0.51,0.5,2020-02-21,2024,1,VIIRS,n,2.0NRT,279.5,6,D
40.88474,-122.41833,325.9,0.51,0.5,2020-02-21,2024,1,VIIRS,n,2.0NRT,278.1,7.2,D
39.1523,-121.54504,339.8,0.51,0.49,2020-02-21,2024,1,VIIRS,n,2.0NRT,292.8,8.3,D
37.42225,-120.55994,338.3,0.5,0.49,2020-02-21,2024,1,VIIRS,n,2.0NRT,283.1,3,D
38.75262,-121.96168,328,0.55,0.51,2020-02-21,2024,1,VIIRS,n,2.0NRT,290.6,3.6,D
38.65515,-122.01703,326.6,0.55,0.51,2020-02-21,2024,1,VIIRS,n,2.0NRT,289.7,3.5,D
33.49664,-114.66259,331.7,0.46,0.39,2020-02-21,2024,1,VIIRS,n,2.0NRT,298.7,4.5,D
34.26569,-118.18148,330.3,0.44,0.46,2020-02-21,2024,1,VIIRS,n,2.0NRT,290.2,4.4,D
39.0947,-121.66683,335.9,0.52,0.5,2020-02-21,2024,1,VIIRS,n,2.0NRT,299.5,14.7,D
39.5751,-122.05618,331.6,0.53,0.5,2020-02-21,2024,1,VIIRS,n,2.0NRT,294.7,4.7,D
39.57652,-122.05025,333.4,0.53,0.5,2020-02-21,2024,1,VIIRS,n,2.0NRT,293.5,4.7,D
39.09608,-121.66105,341.2,0.52,0.5,2020-02-21,2024,1,VIIRS,n,2.0NRT,302.1,23.3,D
39.00508,-122.87165,352.6,0.6,0.53,2020-02-21,2024,1,VIIRS,n,2.0NRT,280.7,14.4,D
39.00391,-122.87107,345.5,0.6,0.53,2020-02-21,2024,1,VIIRS,n,2.0NRT,279.5,8.1,D
39.0086,-122.87299,338.7,0.6,0.53,2020-02-21,2024,1,VIIRS,n,2.0NRT,278.9,5.8,D
39.08753,-121.67669,330.3,0.52,0.5,2020-02-21,2024,1,VIIRS,n,2.0NRT,297.9,10.2,D
39.08891,-121.6709,339.3,0.52,0.5,2020-02-21,2024,1,VIIRS,n,2.0NRT,299,14.7,D
39.0845,-121.66919,338.9,0.52,0.5,2020-02-21,2024,1,VIIRS,n,2.0NRT,296.4,7,D
39.14148,-121.50989,341.9,0.51,0.49,2020-02-21,2024,1,VIIRS,n,2.0NRT,294.5,9.2,D
