latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
41.92602,-122.20769,300.8,0.51,0.41,2019-12-04,1024,1,VIIRS,n,2.0NRT,267.2,1.3,N
41.78465,-122.94436,297.2,0.48,0.4,2019-12-04,1024,1,VIIRS,n,2.0NRT,262.1,1.2,N
41.78354,-122.9388,307.8,0.48,0.4,2019-12-04,1024,1,VIIRS,n,2.0NRT,261.1,1.6,N
41.79267,-122.94643,312.3,0.48,0.4,2019-12-04,1024,1,VIIRS,n,2.0NRT,264.3,2.2,N
39.40719,-120.81914,308,0.44,0.46,2019-12-04,1024,1,VIIRS,n,2.0NRT,267.6,0.6,N
39.40524,-120.83009,298.4,0.44,0.46,2019-12-04,1024,1,VIIRS,n,2.0NRT,262.6,1.3,N
39.40417,-120.82536,302.4,0.44,0.46,2019-12-04,1024,1,VIIRS,n,2.0NRT,265.5,1.2,N
39.40008,-120.82685,296.7,0.44,0.46,2019-12-04,1024,1,VIIRS,n,2.0NRT,267.7,1.2,N
39.4929,-120.39539,315.5,0.46,0.47,2019-12-04,1024,1,VIIRS,n,2.0NRT,270,2.4,N
39.49356,-120.39236,311,0.46,0.47,2019-12-04,1024,1,VIIRS,n,2.0NRT,269.9,1.7,N
41.93049,-122.63266,328.9,0.34,0.56,2019-12-04,2148,1,VIIRS,n,2.0NRT,269.8,7,D
41.22825,-122.99209,328.5,0.32,0.55,2019-12-04,2148,1,VIIRS,n,2.0NRT,274.3,2.1,D
41.22665,-122.99238,328,0.32,0.55,2019-12-04,2148,1,VIIRS,n,2.0NRT,273.6,2.4,D
41.93075,-122.62791,356.4,0.34,0.56,2019-12-04,2148,1,VIIRS,l,2.0NRT,269.2,12,D
37.18462,-121.68016,302.7,0.42,0.38,2019-12-05,1006,1,VIIRS,n,2.0NRT,279.1,0.6,N
41.55018,-122.14908,301.3,0.39,0.36,2019-12-05,1006,1,VIIRS,n,2.0NRT,269.7,1.2,N
41.82552,-122.15672,304.3,0.39,0.36,2019-12-05,1006,1,VIIRS,n,2.0NRT,268.7,1.4,N
34.62277,-117.10331,300.3,0.49,0.49,2019-12-05,1006,1,VIIRS,n,2.0NRT,279,1.1,N
37.45588,-121.9312,305,0.41,0.37,2019-12-05,1006,1,VIIRS,n,2.0NRT,279.7,0.8,N
33.77732,-118.23829,296.8,0.44,0.46,2019-12-05,1006,1,VIIRS,n,2.0NRT,284.3,1.1,N
41.85883,-122.1516,298.3,0.39,0.36,2019-12-05,1006,1,VIIRS,n,2.0NRT,267.6,0.6,N
33.61541,-117.82301,301.4,0.47,0.48,2019-12-05,1006,1,VIIRS,n,2.0NRT,282.3,1,N
37.7426,-119.57391,302.3,0.49,0.4,2019-12-05,1006,1,VIIRS,n,2.0NRT,273.4,0.7,N
41.54619,-122.1456,311.3,0.39,0.36,2019-12-05,1006,1,VIIRS,n,2.0NRT,268.3,1.2,N
34.60984,-117.33485,306.5,0.48,0.48,2019-12-05,1006,1,VIIRS,n,2.0NRT,278.3,2,N
37.1482,-119.30341,299.9,0.51,0.41,2019-12-05,1006,1,VIIRS,n,2.0NRT,274.5,0.9,N
41.82701,-122.16587,324.3,0.39,0.36,2019-12-05,1006,1,VIIRS,n,2.0NRT,268.6,2.3,N
41.83677,-122.16293,316.3,0.39,0.36,2019-12-05,1006,1,VIIRS,n,2.0NRT,267.6,1.1,N
37.26003,-119.34962,296,0.51,0.41,2019-12-05,1006,1,VIIRS,n,2.0NRT,271.6,0.7,N
37.26368,-119.34834,295.6,0.51,0.41,2019-12-05,1006,1,VIIRS,n,2.0NRT,272.1,0.7,N
34.62173,-117.1011,305.7,0.49,0.49,2019-12-05,1006,1,VIIRS,n,2.0NRT,280.4,1.6,N
36.35883,-114.91348,306.8,0.59,0.53,2019-12-05,1006,1,VIIRS,n,2.0NRT,279.6,1.5,N
33.55521,-116.00638,325.5,0.58,0.7,2019-12-05,1942,1,VIIRS,n,2.0NRT,286.4,1.8,D
35.55622,-115.4698,339,0.48,0.65,2019-12-05,1948,1,VIIRS,n,2.0NRT,284.5,6.3,D
35.57207,-115.48108,330.2,0.48,0.65,2019-12-05,1948,1,VIIRS,n,2.0NRT,284.4,3.1,D
38.35074,-120.26541,326.3,0.72,0.75,2019-12-05,1948,1,VIIRS,n,2.0NRT,272,4.7,D
41.10268,-123.12968,329.8,0.55,0.43,2019-12-05,2130,1,VIIRS,n,2.0NRT,280.5,10.4,D
41.10023,-123.11475,329.8,0.55,0.43,2019-12-05,2130,1,VIIRS,n,2.0NRT,280.6,6.3,D
40.50038,-123.74944,339.2,0.51,0.41,2019-12-05,2130,1,VIIRS,n,2.0NRT,280.2,7.7,D
40.1188,-122.12258,354.2,0.4,0.44,2019-12-05,2130,1,VIIRS,n,2.0NRT,266.1,17.3,D
41.78658,-123.31802,334.4,0.55,0.43,2019-12-05,2130,1,VIIRS,n,2.0NRT,281.2,4.7,D
41.97628,-122.62636,328,0.39,0.44,2019-12-05,2130,1,VIIRS,n,2.0NRT,272,3.3,D
41.22692,-123.00003,332.3,0.56,0.43,2019-12-05,2130,1,VIIRS,n,2.0NRT,274.8,5.4,D
38.54434,-120.35814,325.9,0.39,0.36,2019-12-06,0948,1,VIIRS,n,2.0NRT,278.1,5.4,N
38.54369,-120.35366,295.4,0.39,0.36,2019-12-06,0948,1,VIIRS,n,2.0NRT,275.3,3.2,N
38.53005,-120.589,334.5,0.39,0.37,2019-12-06,0948,1,VIIRS,n,2.0NRT,279.2,6,N
38.87646,-120.6589,352.6,0.4,0.37,2019-12-06,0948,1,VIIRS,n,2.0NRT,281.3,4.4,N
38.5294,-120.58449,322.8,0.39,0.37,2019-12-06,0948,1,VIIRS,n,2.0NRT,276.9,6,N
38.35001,-120.26521,312.5,0.39,0.36,2019-12-06,0948,1,VIIRS,n,2.0NRT,274.8,1.7,N
38.34607,-120.26154,312.2,0.39,0.36,2019-12-06,0948,1,VIIRS,n,2.0NRT,274.5,1.3,N
38.34603,-120.28448,330.5,0.39,0.36,2019-12-06,0948,1,VIIRS,n,2.0NRT,275.8,3.4,N
38.34277,-120.26231,329.3,0.39,0.36,2019-12-06,0948,1,VIIRS,n,2.0NRT,275.7,3,N
38.33683,-120.26833,326.4,0.39,0.36,2019-12-06,0948,1,VIIRS,n,2.0NRT,275.9,2.9,N
38.21272,-120.00503,299.6,0.39,0.36,2019-12-06,0948,1,VIIRS,n,2.0NRT,273.3,0.7,N
39.38026,-120.85429,295.4,0.4,0.37,2019-12-06,0948,1,VIIRS,n,2.0NRT,269.7,0.5,N
39.38583,-120.86003,303.7,0.4,0.37,2019-12-06,0948,1,VIIRS,n,2.0NRT,269.2,1.4,N
38.52673,-120.58975,309.1,0.39,0.37,2019-12-06,0948,1,VIIRS,n,2.0NRT,276.3,1,N
37.30409,-119.35359,296.6,0.38,0.36,2019-12-06,0948,1,VIIRS,n,2.0NRT,270.9,0.5,N
38.87313,-120.65969,300.3,0.4,0.37,2019-12-06,0948,1,VIIRS,n,2.0NRT,275.9,4.4,N
38.52341,-120.59052,295.3,0.39,0.37,2019-12-06,0948,1,VIIRS,n,2.0NRT,275.6,1,N
38.44016,-120.4602,304.4,0.39,0.36,2019-12-06,0948,1,VIIRS,n,2.0NRT,273.8,0.9,N
38.43946,-120.47878,304.5,0.39,0.36,2019-12-06,0948,1,VIIRS,n,2.0NRT,276.6,1.2,N
38.41381,-120.42051,296.3,0.39,0.36,2019-12-06,0948,1,VIIRS,n,2.0NRT,274.3,0.4,N
38.43026,-120.43931,308.5,0.39,0.36,2019-12-06,0948,1,VIIRS,n,2.0NRT,276.5,1,N
38.90244,-120.64812,333.5,0.4,0.37,2019-12-06,0948,1,VIIRS,n,2.0NRT,275.3,4.7,N
38.3814,-120.43282,303.7,0.39,0.36,2019-12-06,0948,1,VIIRS,n,2.0NRT,276,0.8,N
38.87248,-120.65509,300.9,0.4,0.37,2019-12-06,0948,1,VIIRS,n,2.0NRT,275.2,1.7,N
33.85347,-118.33326,299.9,0.41,0.37,2019-12-06,0948,1,VIIRS,n,2.0NRT,277.1,1,N
37.17334,-119.28263,306.7,0.38,0.36,2019-12-06,0948,1,VIIRS,n,2.0NRT,273.5,1.1,N
37.47595,-120.667,326.7,0.42,0.37,2019-12-06,2106,1,VIIRS,n,2.0NRT,290.1,2.4,D
36.6193,-119.58851,333.6,0.44,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,295,11.1,D
37.90438,-119.99648,341.5,0.44,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,291.3,26.1,D
37.9009,-119.99566,348,0.44,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,296,26.1,D
37.05236,-119.43161,328.6,0.45,0.39,2019-12-06,2106,1,VIIRS,n,2.0NRT,289.7,2.8,D
37.04417,-119.37901,338.3,0.45,0.39,2019-12-06,2106,1,VIIRS,n,2.0NRT,288.5,5.4,D
35.46048,-120.55172,331.3,0.4,0.37,2019-12-06,2106,1,VIIRS,n,2.0NRT,287.4,4.8,D
37.0494,-119.42608,335.1,0.45,0.39,2019-12-06,2106,1,VIIRS,n,2.0NRT,290.8,6.3,D
37.03883,-120.02969,326.2,0.43,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,291.4,2.5,D
37.03822,-120.03448,336.2,0.43,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,291.3,2.5,D
37.07549,-120.08868,329,0.43,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,291.8,4.7,D
37.07488,-120.09347,325.4,0.43,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,293.5,5.9,D
38.21864,-120.25369,326.2,0.43,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,283.6,2,D
38.22679,-120.24559,326.6,0.43,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,280.8,7.2,D
38.22617,-120.25057,327.8,0.43,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,281.1,7.2,D
38.22436,-120.26512,326.6,0.43,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,281.3,10,D
36.56096,-119.93874,333.3,0.43,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,291.4,7.5,D
37.55398,-119.68604,329.2,0.45,0.39,2019-12-06,2106,1,VIIRS,n,2.0NRT,285.8,2.8,D
36.30067,-119.17213,332.3,0.45,0.39,2019-12-06,2106,1,VIIRS,n,2.0NRT,284.5,6.9,D
36.30005,-119.17715,332,0.45,0.39,2019-12-06,2106,1,VIIRS,n,2.0NRT,284.9,6.9,D
37.08205,-120.23182,328.9,0.42,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,291.5,2,D
37.13506,-120.23267,328.6,0.42,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,291,2.1,D
38.22377,-120.26987,331.6,0.43,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,287,10,D
38.23024,-120.24651,327.2,0.43,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,279.8,4,D
38.23556,-120.23238,327.1,0.43,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,281,9.2,D
38.97278,-119.88513,329.2,0.45,0.39,2019-12-06,2106,1,VIIRS,n,2.0NRT,276.2,3,D
37.33418,-119.36803,340.8,0.46,0.39,2019-12-06,2106,1,VIIRS,n,2.0NRT,280.3,18.3,D
37.30628,-119.35749,340.5,0.46,0.39,2019-12-06,2106,1,VIIRS,n,2.0NRT,289.2,22.1,D
38.23494,-120.23745,336.7,0.43,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,282.4,22.8,D
38.23371,-120.24731,330.2,0.43,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,279.1,4,D
38.23901,-120.23331,328.2,0.43,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,280.5,6.1,D
38.24311,-120.22912,327.5,0.43,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,278.9,6.1,D
37.81673,-120.12487,340.7,0.43,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,288.1,4.9,D
36.43581,-119.67188,326.3,0.44,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,290.7,1.8,D
36.63824,-120.65966,330.8,0.41,0.37,2019-12-06,2106,1,VIIRS,n,2.0NRT,293,2.7,D
36.6336,-120.66817,330.4,0.41,0.37,2019-12-06,2106,1,VIIRS,n,2.0NRT,293.3,2.5,D
38.54463,-120.35457,327.1,0.43,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,279.5,3.3,D
38.53477,-120.46207,327.4,0.43,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,284.3,8.6,D
38.52999,-120.58445,328.2,0.43,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,283.9,3.5,D
37.04063,-119.37816,335.8,0.45,0.39,2019-12-06,2106,1,VIIRS,n,2.0NRT,291,5.4,D
36.61317,-120.61245,334.3,0.41,0.37,2019-12-06,2106,1,VIIRS,n,2.0NRT,294.1,8.8,D
35.40235,-119.29928,350.3,0.44,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,274.2,9.1,D
37.57856,-119.92417,353.4,0.44,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,292.3,12.9,D
37.58204,-119.92501,344.5,0.44,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,288.3,12.9,D
36.63961,-119.62749,330.1,0.44,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,291.6,3.1,D
36.29914,-119.17416,352.1,0.45,0.39,2019-12-06,2106,1,VIIRS,n,2.0NRT,286.7,12.5,D
36.83504,-120.27763,331.6,0.42,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,291.8,4.5,D
37.61192,-120.8539,343.6,0.41,0.37,2019-12-06,2106,1,VIIRS,n,2.0NRT,289.8,6.2,D
37.61375,-120.83998,328.8,0.41,0.37,2019-12-06,2106,1,VIIRS,n,2.0NRT,290.6,2.2,D
37.78237,-120.96423,345.5,0.41,0.37,2019-12-06,2106,1,VIIRS,n,2.0NRT,291.6,7.9,D
37.39204,-120.69403,328.9,0.41,0.37,2019-12-06,2106,1,VIIRS,n,2.0NRT,291.5,2.9,D
37.35435,-120.92333,330.6,0.41,0.37,2019-12-06,2106,1,VIIRS,n,2.0NRT,290.6,5.7,D
37.47711,-120.60475,329.7,0.42,0.37,2019-12-06,2106,1,VIIRS,n,2.0NRT,291.3,3.3,D
37.45974,-120.63005,339.7,0.42,0.37,2019-12-06,2106,1,VIIRS,n,2.0NRT,289.7,4.7,D
36.97027,-119.95201,329.1,0.43,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,291.9,5.9,D
36.89633,-120.07626,334.9,0.43,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,294.4,14.7,D
36.84043,-120.15293,351,0.42,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,291.5,5.6,D
36.84768,-120.09594,331.9,0.43,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,290.4,3.7,D
36.84828,-120.09117,329.1,0.43,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,290.9,3.7,D
37.51348,-120.56879,328.6,0.42,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,290.3,1.2,D
37.46314,-120.49567,327.2,0.42,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,291.1,5.3,D
37.46375,-120.49096,346.8,0.42,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,292.7,11.3,D
36.55284,-119.48729,326.5,0.44,0.39,2019-12-06,2106,1,VIIRS,n,2.0NRT,290.9,2.5,D
36.55637,-119.48796,330.2,0.44,0.39,2019-12-06,2106,1,VIIRS,n,2.0NRT,291.3,2.5,D
36.59088,-119.49745,328.8,0.44,0.39,2019-12-06,2106,1,VIIRS,n,2.0NRT,292.3,4.7,D
39.2513,-120.7256,335.8,0.43,0.38,2019-12-06,2106,1,VIIRS,n,2.0NRT,280.1,4.6,D
34.35334,-116.85238,295.7,0.39,0.36,2019-12-07,0930,1,VIIRS,n,2.0NRT,274,0.8,N
38.0219,-121.1201,328.4,0.42,0.37,2019-12-07,2048,1,VIIRS,n,2.0NRT,290.8,6,D
39.60662,-114.70821,344.2,0.48,0.4,2019-12-07,2048,1,VIIRS,n,2.0NRT,278.3,23.3,D
39.60237,-114.71293,332.6,0.48,0.4,2019-12-07,2048,1,VIIRS,n,2.0NRT,272.7,3.8,D
37.88647,-121.18736,297.8,0.37,0.58,2019-12-08,0906,1,VIIRS,n,2.0NRT,280.6,0.5,N
34.23004,-116.80931,328.5,0.48,0.4,2019-12-08,2030,1,VIIRS,n,2.0NRT,278.8,3.9,D
33.77932,-118.23944,299.3,0.43,0.62,2019-12-09,0848,1,VIIRS,n,2.0NRT,284.4,0.9,N
33.85415,-118.33628,300.1,0.43,0.62,2019-12-09,0848,1,VIIRS,n,2.0NRT,283.9,1.7,N
36.35796,-114.9112,311.6,0.58,0.52,2019-12-09,0848,1,VIIRS,n,2.0NRT,278.9,3,N
38.18304,-120.57706,308.4,0.62,0.72,2019-12-09,0848,1,VIIRS,n,2.0NRT,276.8,1.7,N
33.8198,-118.24503,295.3,0.43,0.62,2019-12-09,0848,1,VIIRS,n,2.0NRT,284.5,1,N
34.33828,-118.52262,296.9,0.45,0.63,2019-12-09,0848,1,VIIRS,n,2.0NRT,277.2,0.5,N
36.21077,-120.21938,308.8,0.58,0.7,2019-12-09,0848,1,VIIRS,n,2.0NRT,278.5,4.8,N
36.217,-120.21253,302.9,0.58,0.7,2019-12-09,0848,1,VIIRS,n,2.0NRT,278.4,5.6,N
36.21724,-120.21905,344.3,0.58,0.7,2019-12-09,0848,1,VIIRS,n,2.0NRT,281.3,4.8,N
36.21142,-120.21846,318.5,0.58,0.7,2019-12-09,0848,1,VIIRS,n,2.0NRT,279.1,5,N
36.21807,-120.22466,296.5,0.58,0.7,2019-12-09,0848,1,VIIRS,n,2.0NRT,277.9,4.5,N
36.21788,-120.2181,343.3,0.58,0.7,2019-12-09,0848,1,VIIRS,n,2.0NRT,281,5,N
33.6164,-117.82623,299,0.4,0.6,2019-12-09,0848,1,VIIRS,n,2.0NRT,280.7,0.5,N
33.77877,-118.23009,297.7,0.43,0.62,2019-12-09,0848,1,VIIRS,n,2.0NRT,282,0.4,N
33.85543,-118.33342,302.5,0.43,0.62,2019-12-09,0848,1,VIIRS,n,2.0NRT,285.6,1.4,N
36.3591,-114.91173,307,0.58,0.52,2019-12-09,0848,1,VIIRS,n,2.0NRT,278,2.5,N
34.15533,-118.19532,302,0.43,0.62,2019-12-09,0848,1,VIIRS,n,2.0NRT,279.6,0.7,N
36.21363,-120.22012,303.8,0.34,0.56,2019-12-09,1030,1,VIIRS,n,2.0NRT,277.8,2.1,N
36.21273,-120.21652,341.5,0.34,0.56,2019-12-09,1030,1,VIIRS,n,2.0NRT,280.7,2.3,N
36.21675,-120.21099,299.5,0.34,0.56,2019-12-09,1030,1,VIIRS,n,2.0NRT,278.7,2.3,N
36.21855,-120.21819,315.1,0.34,0.56,2019-12-09,1030,1,VIIRS,n,2.0NRT,279.1,2.1,N
36.21764,-120.21458,339.9,0.34,0.56,2019-12-09,1030,1,VIIRS,n,2.0NRT,281,2.3,N
36.21618,-120.21474,351.5,0.34,0.56,2019-12-09,1030,1,VIIRS,n,2.0NRT,282.9,6,N
36.2171,-120.21835,332.5,0.34,0.56,2019-12-09,1030,1,VIIRS,n,2.0NRT,279.8,4.3,N
38.01431,-122.11343,295.6,0.48,0.48,2019-12-09,1030,1,VIIRS,n,2.0NRT,283.3,1.2,N
33.82013,-118.24515,296.6,0.5,0.66,2019-12-09,1030,1,VIIRS,n,2.0NRT,283.5,0.9,N
38.07104,-122.13765,298.5,0.48,0.48,2019-12-09,1030,1,VIIRS,n,2.0NRT,286,1.7,N
38.00537,-121.93621,297.9,0.49,0.49,2019-12-09,1030,1,VIIRS,n,2.0NRT,280,0.6,N
37.45591,-121.93134,298,0.51,0.49,2019-12-09,1030,1,VIIRS,n,2.0NRT,282.5,1.1,N
37.95004,-122.40018,296.4,0.47,0.48,2019-12-09,1030,1,VIIRS,n,2.0NRT,285.3,1.2,N
33.85363,-118.33179,300.5,0.49,0.65,2019-12-09,1030,1,VIIRS,n,2.0NRT,285.8,1.5,N
36.21184,-120.21293,300,0.34,0.56,2019-12-09,1030,1,VIIRS,n,2.0NRT,279,2.3,N
39.39281,-122.98769,329.3,0.44,0.62,2019-12-09,2012,1,VIIRS,n,2.0NRT,280.3,3.2,D
35.55479,-115.47119,338.5,0.44,0.46,2019-12-09,2012,1,VIIRS,n,2.0NRT,286.7,3.7,D
35.55523,-115.46844,334.6,0.44,0.46,2019-12-09,2012,1,VIIRS,n,2.0NRT,286.1,4.6,D
36.61064,-120.60788,350.9,0.39,0.59,2019-12-09,2012,1,VIIRS,n,2.0NRT,288.3,3.8,D
40.54241,-122.49123,340.1,0.38,0.59,2019-12-09,2012,1,VIIRS,n,2.0NRT,286.8,4.1,D
37.38231,-120.76512,333,0.38,0.59,2019-12-09,2012,1,VIIRS,n,2.0NRT,284.9,2.9,D
40.54464,-122.49364,337,0.38,0.59,2019-12-09,2012,1,VIIRS,n,2.0NRT,286.9,3,D
41.02926,-122.41401,345.8,0.37,0.58,2019-12-09,2012,1,VIIRS,n,2.0NRT,284.1,3.4,D
41.02867,-122.41289,346.8,0.37,0.58,2019-12-09,2012,1,VIIRS,n,2.0NRT,283.8,4.3,D
35.57449,-115.48215,337.8,0.44,0.46,2019-12-09,2012,1,VIIRS,n,2.0NRT,286.1,4.5,D
35.5324,-115.45137,332.1,0.44,0.46,2019-12-09,2012,1,VIIRS,n,2.0NRT,285.7,3.4,D
37.27168,-118.57167,346.5,0.59,0.53,2019-12-09,2012,1,VIIRS,n,2.0NRT,277,9.5,D
34.23286,-116.77522,333,0.55,0.51,2019-12-09,2012,1,VIIRS,n,2.0NRT,280.6,6,D
40.9973,-122.36378,329.5,0.37,0.58,2019-12-09,2012,1,VIIRS,n,2.0NRT,281.7,1.9,D
39.3185,-120.89537,329.2,0.34,0.56,2019-12-09,2012,1,VIIRS,n,2.0NRT,280.8,2,D
41.09946,-123.12102,335.9,0.39,0.59,2019-12-09,2154,1,VIIRS,n,2.0NRT,273,4.7,D
37.3815,-120.7668,337.2,0.48,0.65,2019-12-09,2154,1,VIIRS,n,2.0NRT,287.9,3.5,D
39.43843,-121.1152,325.1,0.48,0.65,2019-12-09,2154,1,VIIRS,n,2.0NRT,283.3,2.3,D
39.69939,-122.29469,343.2,0.42,0.61,2019-12-09,2154,1,VIIRS,n,2.0NRT,286.6,4,D
40.54132,-122.49383,348.7,0.41,0.61,2019-12-09,2154,1,VIIRS,n,2.0NRT,284.3,4.2,D
39.69647,-122.29234,335.8,0.42,0.61,2019-12-09,2154,1,VIIRS,n,2.0NRT,285.8,3.5,D
41.02624,-122.41361,326.4,0.42,0.61,2019-12-09,2154,1,VIIRS,n,2.0NRT,282.6,3,D
39.4407,-121.11815,331.5,0.48,0.65,2019-12-09,2154,1,VIIRS,n,2.0NRT,284.3,2.7,D
40.54362,-122.49125,341.2,0.41,0.61,2019-12-09,2154,1,VIIRS,n,2.0NRT,283.8,3.7,D
40.99409,-122.36474,348.6,0.42,0.61,2019-12-09,2154,1,VIIRS,n,2.0NRT,280.8,4.7,D
36.3602,-114.91463,307.6,0.54,0.68,2019-12-10,0830,1,VIIRS,n,2.0NRT,276.4,1.5,N
34.61135,-117.34295,296.3,0.72,0.76,2019-12-10,0830,1,VIIRS,n,2.0NRT,276,1.7,N
36.35662,-114.91611,296.5,0.54,0.68,2019-12-10,0830,1,VIIRS,n,2.0NRT,275.1,1.6,N
34.33619,-118.52079,299.9,0.51,0.49,2019-12-10,1012,1,VIIRS,n,2.0NRT,273.3,0.9,N
34.15425,-118.19213,305.2,0.53,0.5,2019-12-10,1012,1,VIIRS,n,2.0NRT,280.5,1.1,N
41.40699,-121.11865,300.1,0.43,0.38,2019-12-10,1012,1,VIIRS,n,2.0NRT,266.6,1.5,N
39.62012,-119.26608,299.3,0.54,0.42,2019-12-10,1012,1,VIIRS,n,2.0NRT,270.1,1.6,N
36.35812,-114.91409,295.4,0.36,0.57,2019-12-10,1012,1,VIIRS,n,2.0NRT,275.2,1.2,N
33.854,-118.33357,298.7,0.53,0.5,2019-12-10,1012,1,VIIRS,n,2.0NRT,286.4,1.6,N
41.40354,-121.11962,305.4,0.43,0.38,2019-12-10,1012,1,VIIRS,n,2.0NRT,268,1.5,N
39.48419,-120.33436,300.9,0.49,0.4,2019-12-10,1012,1,VIIRS,n,2.0NRT,261.2,1.6,N
39.67981,-120.97978,298.7,0.46,0.39,2019-12-10,1012,1,VIIRS,n,2.0NRT,268.3,0.8,N
34.60856,-117.33447,298.9,0.58,0.52,2019-12-10,1012,1,VIIRS,n,2.0NRT,277,2.2,N
38.10112,-120.03276,325.7,0.54,0.42,2019-12-10,1012,1,VIIRS,n,2.0NRT,270.5,3.3,N
39.2336,-120.93679,297.9,0.47,0.4,2019-12-10,1012,1,VIIRS,n,2.0NRT,274.1,0.7,N
41.10419,-123.12659,299.4,0.39,0.36,2019-12-10,1012,1,VIIRS,n,2.0NRT,267.4,1,N
37.91457,-119.96611,327.4,0.59,0.7,2019-12-10,1954,1,VIIRS,n,2.0NRT,286.9,16.7,D
37.91749,-119.95641,367,0.59,0.7,2019-12-10,1954,1,VIIRS,h,2.0NRT,290.7,16.7,D
37.92368,-119.95885,356,0.59,0.7,2019-12-10,1954,1,VIIRS,l,2.0NRT,286.3,16.7,D
41.59919,-119.90976,330.7,0.46,0.64,2019-12-10,1954,1,VIIRS,n,2.0NRT,278.3,5.4,D
40.90255,-120.42909,341.4,0.51,0.66,2019-12-10,1954,1,VIIRS,n,2.0NRT,279.3,4,D
40.90373,-120.43317,329.8,0.51,0.66,2019-12-10,1954,1,VIIRS,n,2.0NRT,279.6,5.2,D
38.8796,-120.61981,331.1,0.6,0.71,2019-12-10,1954,1,VIIRS,n,2.0NRT,282.5,4.4,D
36.21526,-120.21145,353.9,0.55,0.51,2019-12-10,2130,1,VIIRS,n,2.0NRT,281.4,9.9,D
38.86618,-120.62984,346.3,0.56,0.51,2019-12-10,2130,1,VIIRS,n,2.0NRT,281.9,8.4,D
37.92239,-119.95976,339.1,0.59,0.53,2019-12-10,2130,1,VIIRS,n,2.0NRT,288.3,8.3,D
37.91272,-119.95785,349.1,0.59,0.53,2019-12-10,2130,1,VIIRS,n,2.0NRT,293.3,58.6,D
38.83495,-120.33464,339.4,0.58,0.52,2019-12-10,2130,1,VIIRS,n,2.0NRT,280.6,13.1,D
36.24938,-118.73552,356.3,0.33,0.56,2019-12-10,2130,1,VIIRS,n,2.0NRT,283.5,11.8,D
37.91714,-119.96458,338.6,0.59,0.53,2019-12-10,2130,1,VIIRS,n,2.0NRT,300.5,58.6,D
38.88129,-120.61946,352.1,0.56,0.51,2019-12-10,2130,1,VIIRS,n,2.0NRT,285.3,13.6,D
36.2706,-120.25629,337.5,0.55,0.51,2019-12-10,2130,1,VIIRS,n,2.0NRT,284.6,12.8,D
38.87657,-120.61874,331.4,0.56,0.51,2019-12-10,2130,1,VIIRS,n,2.0NRT,282.8,13.6,D
38.24501,-120.16633,336.5,0.58,0.52,2019-12-10,2130,1,VIIRS,n,2.0NRT,284.5,15,D
38.24362,-120.18539,336.9,0.58,0.52,2019-12-10,2130,1,VIIRS,n,2.0NRT,282.7,9.3,D
37.91755,-119.95876,341.2,0.59,0.53,2019-12-10,2130,1,VIIRS,n,2.0NRT,297.3,58.6,D
36.21055,-120.21093,344,0.55,0.51,2019-12-10,2130,1,VIIRS,n,2.0NRT,286.7,69.2,D
